Date,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious_Critical
October09,721,0,15,0,651,55,4
October10,721,0,15,0,659,47,4
October11,721,0,15,0,659,47,4
October12,721,0,15,0,659,47,4
October13,721,0,15,0,659,47,4
October14,721,0,15,0,659,47,4
October15,721,0,15,0,659,47,4
October16,721,0,15,0,659,47,4
October17,721,0,15,0,659,47,4
October18,721,0,15,0,659,47,4
October19,721,0,15,0,659,47,4
October20,721,0,15,0,659,47,4
October21,721,0,15,0,659,47,4
October22,721,0,15,0,659,47,4
October23,721,0,15,0,659,47,4
October24,721,0,15,0,659,47,4
October25,721,0,15,0,659,47,4
October26,721,0,15,0,659,47,4
October27,721,0,15,0,659,47,4
October28,721,0,15,0,659,47,4
October29,721,0,15,0,659,47,4
October30,721,0,15,0,659,47,4
October31,721,0,15,0,659,47,4
November01,721,0,15,0,659,47,4
November02,721,0,15,0,659,47,4
November03,721,0,15,0,659,47,4
November04,721,0,15,0,659,47,4
November05,721,0,15,0,659,47,4
November06,721,0,15,0,659,47,4
November07,721,0,15,0,659,47,4
November08,721,0,15,0,659,47,4
November09,721,0,15,0,659,47,4
November10,721,0,15,0,659,47,4
November11,721,0,15,0,659,47,4
November12,721,0,15,0,659,47,4
November13,721,0,15,0,659,47,4
November14,721,0,15,0,659,47,4
November15,721,0,15,0,659,47,4
November16,721,0,15,0,659,47,4
November17,721,0,15,0,659,47,4
November18,721,0,15,0,659,47,4
November19,721,0,15,0,659,47,4
November20,721,0,15,0,659,47,4
November21,721,0,15,0,659,47,4
November22,721,0,15,0,659,47,4
November23,721,0,15,0,659,47,4
November24,721,0,15,0,659,47,4
November25,721,0,15,0,659,47,4
November26,721,0,15,0,659,47,4
November27,721,0,15,0,659,47,4
November28,721,0,15,0,659,47,4
November29,721,0,15,0,659,47,4
November30,721,0,15,0,659,47,4
December01,721,0,15,0,659,47,4
December02,721,0,15,0,659,47,4
December03,721,0,15,0,706,0,0
December04,721,0,15,0,706,0,0
December05,721,0,15,0,706,0,0
December06,721,0,15,0,706,0,0
December07,721,0,15,0,706,0,0
December08,721,0,15,0,706,0,0
December09,721,0,15,0,706,0,0
December10,721,0,15,0,706,0,0
December11,721,0,15,0,706,0,0
December12,721,0,15,0,706,0,0
December13,721,0,15,0,706,0,0
December14,721,0,15,0,706,0,0
December15,721,0,15,0,706,0,0
December16,721,0,15,0,706,0,0
December17,721,0,15,0,706,0,0
December18,721,0,15,0,706,0,0
December19,721,0,15,0,706,0,0
December20,721,0,15,0,706,0,0
December21,721,0,15,0,706,0,0
December22,721,0,15,0,706,0,0
December23,721,0,15,0,706,0,0
December24,721,0,15,0,706,0,0
December25,721,0,15,0,706,0,0
December26,721,0,15,0,706,0,0
December27,721,0,15,0,706,0,0
December28,721,0,15,0,706,0,0
December29,721,0,15,0,706,0,0
December30,721,0,15,0,706,0,0
December31,721,0,15,0,706,0,0
Jan01_2021,721,0,15,0,706,0,0
Jan02_2021,721,0,15,0,706,0,0
Jan03_2021,721,0,15,0,706,0,0
Jan04_2021,721,0,15,0,706,0,0
Jan05_2021,721,0,15,0,706,0,0
Jan06_2021,721,0,15,0,706,0,0
Jan07_2021,721,0,15,0,706,0,0
Jan07_2021,721,0,15,0,706,0,0
Jan08_2021,721,0,15,0,706,0,0
Jan09_2021,721,0,15,0,706,0,0
Jan10_2021,721,0,15,0,706,0,0
Jan11_2021,721,0,15,0,706,0,0
Jan12_2021,721,0,15,0,706,0,0
Jan13_2021,721,0,15,0,706,0,0
Jan14_2021,721,0,15,0,706,0,0
Jan15_2021,721,0,15,0,706,0,0
Jan16_2021,721,0,15,0,706,0,0
Jan17_2021,721,0,15,0,706,0,0
Jan18_2021,721,0,15,0,706,0,0
Jan19_2021,721,0,15,0,706,0,0
Jan20_2021,721,0,15,0,706,0,0
Jan21_2021,721,0,15,0,706,0,0
Jan22_2021,721,0,15,0,706,0,0
Jan23_2021,721,0,15,0,706,0,0
Jan24_2021,721,0,15,0,706,0,0
Jan25_2021,721,0,15,0,706,0,0
Jan26_2021,721,0,15,0,706,0,0
Jan27_2021,721,0,15,0,706,0,0
Jan28_2021,721,0,15,0,706,0,0
Jan29_2021,721,0,15,0,706,0,0
Jan30_2021,721,0,15,0,706,0,0
Jan31_2021,721,0,15,0,706,0,0
Feb01_2021,721,0,15,0,706,0,0
Feb02_2021,721,0,15,0,706,0,0
Feb03_2021,721,0,15,0,706,0,0
Feb04_2021,721,0,15,0,706,0,0
Feb05_2021,721,0,15,0,706,0,0
Feb06_2021,721,0,15,0,706,0,0
Feb07_2021,721,0,15,0,706,0,0
Feb08_2021,721,0,15,0,706,0,0
Feb09_2021,721,0,15,0,706,0,0
Feb11_2021,721,0,15,0,706,0,0
Feb12_2021,721,0,15,0,706,0,0
Feb13_2021,721,0,15,0,706,0,0
Feb14_2021,721,0,15,0,706,0,0
Feb15_2021,721,0,15,0,706,0,0
Feb16_2021,721,0,15,0,706,0,0
Feb17_2021,721,0,15,0,706,0,0
Feb18_2021,721,0,15,0,706,0,0
Feb19_2021,721,0,15,0,706,0,0
Feb20_2021,721,0,15,0,706,0,0
Feb21_2021,721,0,15,0,706,0,0
Feb22_2021,721,0,15,0,706,0,0
Feb23_2021,721,0,15,0,706,0,0
Feb24_2021,721,0,15,0,706,0,0
Feb25_2021,721,0,15,0,706,0,0
Feb26_2021,721,0,15,0,706,0,0
Feb27_2021,721,0,15,0,706,0,0
Feb28_2021,721,0,15,0,706,0,0
Mar01_2021,721,0,15,0,706,0,0
Mar02_2021,721,0,15,0,706,0,0
Mar03_2021,721,0,15,0,706,0,0
Mar04_2021,721,0,15,0,706,0,0
Mar05_2021,721,0,15,0,706,0,0
Mar06_2021,721,0,15,0,706,0,0
Mar07_2021,721,0,15,0,706,0,0
Mar08_2021,721,0,15,0,706,0,0
Mar09_2021,721,0,15,0,706,0,0
Mar10_2021,721,0,15,0,706,0,0
Mar11_2021,721,0,15,0,706,0,0
Mar12_2021,721,0,15,0,706,0,0
Mar13_2021,721,0,15,0,706,0,0
Mar14_2021,721,0,15,0,706,0,0
Mar15_2021,721,0,15,0,706,0,0
Mar16_2021,721,0,15,0,706,0,0
Mar17_2021,721,0,15,0,706,0,0
Mar18_2021,721,0,15,0,706,0,0
Mar19_2021,721,0,15,0,706,0,0
Mar20_2021,721,0,15,0,706,0,0
Mar21_2021,721,0,15,0,706,0,0
Mar22_2021,721,0,15,0,706,0,0
Mar23_2021,721,0,15,0,706,0,0
Mar24_2021,721,0,15,0,706,0,0
Mar25_2021,721,0,15,0,706,0,0
Mar26_2021,721,0,15,0,706,0,0
Mar27_2021,721,0,15,0,706,0,0
Mar28_2021,721,0,15,0,706,0,0
Mar29_2021,721,0,15,0,706,0,0
Mar30_2021,721,0,15,0,706,0,0
Mar31_2021,721,0,15,0,706,0,0
Apr01_2021,721,0,15,0,706,0,0
Apr02_2021,721,0,15,0,706,0,0
Apr03_2021,721,0,15,0,706,0,0
Apr04_2021,721,0,15,0,706,0,0
Apr05_2021,721,0,15,0,706,0,0
Apr06_2021,721,0,15,0,706,0,0
Apr07_2021,721,0,15,0,706,0,0
Apr08_2021,721,0,15,0,706,0,0
Apr09_2021,721,0,15,0,706,0,0
Apr10_2021,721,0,15,0,706,0,0
Apr11_2021,721,0,15,0,706,0,0
Apr12_2021,721,0,15,0,706,0,0
Apr13_2021,721,0,15,0,706,0,0
Apr14_2021,721,0,15,0,706,0,0
Apr15_2021,721,0,15,0,706,0,0
Apr16_2021,721,0,15,0,706,0,0
Apr17_2021,721,0,15,0,706,0,0
Apr18_2021,721,0,15,0,706,0,0
Apr19_2021,721,0,15,0,706,0,0
Apr20_2021,721,0,15,0,706,0,0
Apr21_2021,721,0,15,0,706,0,0
Apr22_2021,721,0,15,0,706,0,0
Apr23_2021,721,0,15,0,706,0,0
Apr24_2021,721,0,15,0,706,0,0
Apr25_2021,721,0,15,0,706,0,0
Apr26_2021,721,0,15,0,706,0,0
Apr27_2021,721,0,15,0,706,0,0
Apr28_2021,721,0,15,0,706,0,0
Apr29_2021,721,0,15,0,706,0,0
Apr30_2021,721,0,15,0,706,0,0
May01_2021,721,0,15,0,706,0,0
May02_2021,721,0,15,0,706,0,0
May03_2021,721,0,15,0,706,0,0
May04_2021,721,0,15,0,706,0,0
May05_2021,721,0,15,0,706,0,0
May06_2021,721,0,15,0,706,0,0
May07_2021,721,0,15,0,706,0,0
May07_2021,721,0,15,0,706,0,0
May08_2021,721,0,15,0,706,0,0
May09_2021,721,0,15,0,706,0,0
May09_2021,721,0,15,0,706,0,0
May10_2021,721,0,15,0,706,0,0
May11_2021,721,0,15,0,706,0,0
May12_2021,721,0,15,0,706,0,0
May13_2021,721,0,15,0,706,0,0
May14_2021,721,0,15,0,706,0,0
May15_2021,721,0,15,0,706,0,0
May16_2021,721,0,15,0,706,0,0
May17_2021,721,0,15,0,706,0,0
May18_2021,721,0,15,0,706,0,0
May19_2021,721,0,15,0,706,0,0
May21_2021,721,0,15,0,706,0,0
May22_2021,721,0,15,0,706,0,0
May23_2021,721,0,15,0,706,0,0
May24_2021,721,0,15,0,706,0,0
May25_2021,721,0,15,0,706,0,0
May26_2021,721,0,15,0,706,0,0
May27_2021,721,0,15,0,706,0,0
May28_2021,721,0,15,0,706,0,0
May29_2021,721,0,15,0,706,0,0
May30_2021,721,0,15,0,706,0,0
May31_2021,721,0,15,0,706,0,0
Jun01_2021,721,0,15,0,706,0,0
Jun02_2021,721,0,15,0,706,0,0
Jun03_2021,721,0,15,0,706,0,0
Jun04_2021,721,0,15,0,706,0,0
Jun05_2021,721,0,15,0,706,0,0
Jun06_2021,721,0,15,0,706,0,0
Jun07_2021,721,0,15,0,706,0,0
Jun08_2021,721,0,15,0,706,0,0
Jun09_2021,721,0,15,0,706,0,0
Jun10_2021,721,0,15,0,706,0,0
Jun11_2021,721,0,15,0,706,0,0
Jun12_2021,721,0,15,0,706,0,0
Jun13_2021,721,0,15,0,706,0,0
Jun14_2021,721,0,15,0,706,0,0
Jun15_2021,721,0,15,0,706,0,0
Jun16_2021,721,0,15,0,706,0,0
Jun17_2021,721,0,15,0,706,0,0
Jun18_2021,721,0,15,0,706,0,0
Jun19_2021,721,0,15,0,706,0,0
Jun20_2021,721,0,15,0,706,0,0
Jun21_2021,721,0,15,0,706,0,0
Jun22_2021,721,0,15,0,706,0,0
Jun23_2021,721,0,15,0,706,0,0
Jun24_2021,721,0,15,0,706,0,0
Jun25_2021,721,0,15,0,706,0,0
Jun26_2021,721,0,15,0,706,0,0
Jun27_2021,721,0,15,0,706,0,0
Jun28_2021,721,0,15,0,706,0,0
Jun29_2021,721,0,15,0,706,0,0
Jun30_2021,721,0,15,0,706,0,0
Jul01_2021,721,0,15,0,706,0,0
Jul02_2021,721,0,15,0,706,0,0
Jul03_2021,721,0,15,0,706,0,0
Jul04_2021,721,0,15,0,706,0,0
Jul05_2021,721,0,15,0,706,0,0
Jul06_2021,721,0,15,0,706,0,0
Jul07_2021,721,0,15,0,706,0,0
Jul08_2021,721,0,15,0,706,0,0
Jul09_2021,721,0,15,0,706,0,0
Jul10_2021,721,0,15,0,706,0,0
Jul11_2021,721,0,15,0,706,0,0
Jul12_2021,721,0,15,0,706,0,0
Jul13_2021,721,0,15,0,706,0,0
Jul14_2021,721,0,15,0,706,0,0
Jul15_2021,721,0,15,0,706,0,0
Jul16_2021,721,0,15,0,706,0,0
Jul17_2021,721,0,15,0,706,0,0
Jul18_2021,721,0,15,0,706,0,0
Jul19_2021,721,0,15,0,706,0,0
Jul20_2021,721,0,15,0,706,0,0
Jul21_2021,721,0,15,0,706,0,0
Jul22_2021,721,0,15,0,706,0,0
Jul23_2021,721,0,15,0,706,0,0
Jul24_2021,721,0,15,0,706,0,0
Jul25_2021,721,0,15,0,706,0,0
Jul26_2021,721,0,15,0,706,0,0
Jul27_2021,721,0,15,0,706,0,0
Jul28_2021,721,0,15,0,706,0,0
Jul29_2021,721,0,15,0,706,0,0
Jul30_2021,721,0,15,0,706,0,0
Jul31_2021,721,0,15,0,706,0,0
Aug01_2021,721,0,15,0,706,0,0
Aug02_2021,721,0,15,0,706,0,0
Aug03_2021,721,0,15,0,706,0,0
Aug04_2021,721,0,15,0,706,0,0
Aug05_2021,721,0,15,0,706,0,0
Aug06_2021,721,0,15,0,706,0,0
Aug07_2021,721,0,15,0,706,0,0
Aug08_2021,721,0,15,0,706,0,0
Aug09_2021,721,0,15,0,706,0,0
Aug10_2021,721,0,15,0,706,0,0
Aug11_2021,721,0,15,0,706,0,0
Aug12_2021,721,0,15,0,706,0,0
Aug13_2021,721,0,15,0,706,0,0
Aug14_2021,721,0,15,0,706,0,0
Aug15_2021,721,0,15,0,706,0,0
Aug16_2021,721,0,15,0,706,0,0
Aug17_2021,721,0,15,0,706,0,0
Aug18_2021,721,0,15,0,706,0,0
Aug19_2021,721,0,15,0,706,0,0
Aug20_2021,721,0,15,0,706,0,0
Aug21_2021,721,0,15,0,706,0,0
Aug22_2021,721,0,15,0,706,0,0
Aug23_2021,721,0,15,0,706,0,0
Aug24_2021,721,0,15,0,706,0,0
Aug25_2021,721,0,15,0,706,0,0
Aug26_2021,721,0,15,0,706,0,0
Aug27_2021,721,0,15,0,706,0,0
Aug28_2021,721,0,15,0,706,0,0
Aug29_2021,721,0,15,0,706,0,0
Aug30_2021,721,0,15,0,706,0,0
Aug31_2021,721,0,15,0,706,0,0
Sep01_2021,721,0,15,0,706,0,0
Sep02_2021,721,0,15,0,706,0,0
Sep03_2021,721,0,15,0,706,0,0
Sep04_2021,721,0,15,0,706,0,0
Sep05_2021,721,0,15,0,706,0,0
Sep06_2021,721,0,15,0,706,0,0
Sep07_2021,721,0,15,0,706,0,0
Sep08_2021,721,0,15,0,706,0,0
Sep09_2021,721,0,15,0,706,0,0
Sep10_2021,721,0,15,0,706,0,0
Sep11_2021,721,0,15,0,706,0,0
Sep12_2021,721,0,15,0,706,0,0
Sep13_2021,721,0,15,0,706,0,0
Sep14_2021,721,0,15,0,706,0,0
Sep15_2021,721,0,15,0,706,0,0
Sep16_2021,721,0,15,0,706,0,0
Sep17_2021,721,0,15,0,706,0,0
Sep18_2021,721,0,15,0,706,0,0
Sep19_2021,721,0,15,0,706,0,0
Sep20_2021,721,0,15,0,706,0,0
Sep21_2021,721,0,15,0,706,0,0
Sep22_2021,721,0,15,0,706,0,0
Sep23_2021,721,0,15,0,706,0,0
Sep24_2021,721,0,15,0,706,0,0
Sep25_2021,721,0,15,0,706,0,0
Sep26_2021,721,0,15,0,706,0,0
Sep27_2021,721,0,15,0,706,0,0
Sep28_2021,721,0,15,0,706,0,0
Sep29_2021,721,0,15,0,706,0,0
Sep30_2021,721,0,15,0,706,0,0
Oct01_2021,721,0,15,0,706,0,0
Oct02_2021,721,0,15,0,706,0,0
Oct03_2021,721,0,15,0,706,0,0
Oct04_2021,721,0,15,0,706,0,0
Oct05_2021,721,0,15,0,706,0,0
Oct06_2021,721,0,15,0,706,0,0
Oct07_2021,721,0,15,0,706,0,0
Oct08_2021,721,0,15,0,706,0,0
Oct09_2021,721,0,15,0,706,0,0
Oct10_2021,721,0,15,0,706,0,0
Oct11_2021,721,0,15,0,706,0,0
Oct12_2021,721,0,15,0,706,0,0
Oct13_2021,721,0,15,0,706,0,0
Oct14_2021,721,0,15,0,706,0,0
Oct15_2021,721,0,15,0,706,0,0
Oct16_2021,721,0,15,0,706,0,0
Oct17_2021,721,0,15,0,706,0,0
Oct18_2021,721,0,15,0,706,0,0
Oct19_2021,721,0,15,0,706,0,0
Oct20_2021,721,0,15,0,706,0,0
Oct21_2021,721,0,15,0,706,0,0
Oct22_2021,721,0,15,0,706,0,0
Oct23_2021,721,0,15,0,706,0,0
Oct24_2021,721,0,15,0,706,0,0
Oct25_2021,721,0,15,0,706,0,0
Oct26_2021,721,0,15,0,706,0,0
Oct27_2021,721,0,15,0,706,0,0
Oct28_2021,721,0,15,0,706,0,0
Oct29_2021,721,0,15,0,706,0,0
Oct30_2021,721,0,15,0,706,0,0
Oct31_2021,721,0,15,0,706,0,0
Nov01_2021,721,0,15,0,706,0,0
Nov02_2021,721,0,15,0,706,0,0
Nov03_2021,721,0,15,0,706,0,0
Nov04_2021,721,0,15,0,706,0,0
Nov05_2021,721,0,15,0,706,0,0
Nov06_2021,721,0,15,0,706,0,0
Nov07_2021,721,0,15,0,706,0,0
Nov08_2021,721,0,15,0,706,0,0
Nov09_2021,721,0,15,0,706,0,0
Nov10_2021,721,0,15,0,706,0,0
Nov11_2021,721,0,15,0,706,0,0
Nov12_2021,721,0,15,0,706,0,0
Nov13_2021,721,0,15,0,706,0,0
Nov14_2021,721,0,15,0,706,0,0
Nov15_2021,721,0,15,0,706,0,0
Nov16_2021,721,0,15,0,706,0,0
Nov17_2021,721,0,15,0,706,0,0
Nov18_2021,721,0,15,0,706,0,0
Nov19_2021,721,0,15,0,706,0,0
Nov20_2021,721,0,15,0,706,0,0
Nov21_2021,721,0,15,0,706,0,0
Nov22_2021,721,0,15,0,706,0,0
Nov23_2021,721,0,15,0,706,0,0
Nov24_2021,721,0,15,0,706,0,0
Nov25_2021,721,0,15,0,706,0,0
Nov26_2021,721,0,15,0,706,0,0
Nov27_2021,721,0,15,0,706,0,0
Nov28_2021,721,0,15,0,706,0,0
Nov29_2021,721,0,15,0,706,0,0
Nov30_2021,721,0,15,0,706,0,0
Dec01_2021,721,0,15,0,706,0,0
Dec02_2021,721,0,15,0,706,0,0
Dec03_2021,721,0,15,0,706,0,0
Dec04_2021,721,0,15,0,706,0,0
Dec05_2021,721,0,15,0,706,0,0
Dec06_2021,721,0,15,0,706,0,0
Dec07_2021,721,0,15,0,706,0,0
Dec08_2021,721,0,15,0,706,0,0
Dec09_2021,721,0,15,0,706,0,0
Dec10_2021,721,0,15,0,706,0,0
Dec11_2021,721,0,15,0,706,0,0
Dec12_2021,721,0,15,0,706,0,0
Dec13_2021,721,0,15,0,706,0,0
Dec14_2021,721,0,15,0,706,0,0
Dec15_2021,721,0,15,0,706,0,0
Dec16_2021,721,0,15,0,706,0,0
Dec17_2021,721,0,15,0,706,0,0
Dec18_2021,721,0,15,0,706,0,0
Dec19_2021,721,0,15,0,706,0,0
Dec20_2021,721,0,15,0,706,0,0
Dec21_2021,721,0,15,0,706,0,0
Dec22_2021,721,0,15,0,706,0,0
Dec23_2021,721,0,15,0,706,0,0
Dec24_2021,721,0,15,0,706,0,0
Dec25_2021,721,0,15,0,706,0,0
Dec26_2021,721,0,15,0,706,0,0
Dec27_2021,721,0,15,0,706,0,0
Dec28_2021,721,0,15,0,706,0,0
Dec29_2021,721,0,15,0,706,0,0
Dec30_2021,721,0,15,0,706,0,0
Dec31_2021,721,0,15,0,706,0,0
Jan01_2022,721,0,15,0,706,0,0
Jan02_2022,721,0,15,0,706,0,0
Jan03_2022,721,0,15,0,706,0,0
Jan04_2022,721,0,15,0,706,0,0
Jan05_2022,721,0,15,0,706,0,0
Jan06_2022,721,0,15,0,706,0,0
Jan07_2022,721,0,15,0,706,0,0
Jan08_2022,721,0,15,0,706,0,0
Jan09_2022,721,0,15,0,706,0,0
Jan10_2022,721,0,15,0,706,0,0
Jan11_2022,721,0,15,0,706,0,0
Jan12_2022,721,0,15,0,706,0,0
Jan13_2022,721,0,15,0,706,0,0
Jan14_2022,721,0,15,0,706,0,0
Jan15_2022,721,0,15,0,706,0,0
Jan16_2022,721,0,15,0,706,0,0
Jan17_2022,721,0,15,0,706,0,0
Jan18_2022,721,0,15,0,706,0,0
Jan19_2022,721,0,15,0,706,0,0
Jan20_2022,721,0,15,0,706,0,0
Jan21_2022,721,0,15,0,706,0,0
Jan22_2022,721,0,15,0,706,0,0
Jan23_2022,721,0,15,0,706,0,0
Jan24_2022,721,0,15,0,706,0,0
Jan25_2022,721,0,15,0,706,0,0
Jan26_2022,721,0,15,0,706,0,0
Jan27_2022,721,0,15,0,706,0,0
Jan28_2022,721,0,15,0,706,0,0
Jan29_2022,721,0,15,0,706,0,0
Jan30_2022,721,0,15,0,706,0,0
Jan31_2022,721,0,15,0,706,0,0
Feb01_2022,721,0,15,0,706,0,0
Feb02_2022,721,0,15,0,706,0,0
Feb03_2022,721,0,15,0,706,0,0
Feb04_2022,721,0,15,0,706,0,0
Feb05_2022,721,0,15,0,706,0,0
Feb06_2022,721,0,15,0,706,0,0
Feb07_2022,721,0,15,0,706,0,0
Feb08_2022,721,0,15,0,706,0,0
Feb09_2022,721,0,15,0,706,0,0
Feb10_2022,721,0,15,0,706,0,0
Feb11_2022,721,0,15,0,706,0,0
Feb12_2022,721,0,15,0,706,0,0
Feb13_2022,721,0,15,0,706,0,0
Feb14_2022,721,0,15,0,706,0,0
Feb15_2022,721,0,15,0,706,0,0
Feb16_2022,721,0,15,0,706,0,0
Feb17_2022,721,0,15,0,706,0,0
Feb18_2022,721,0,15,0,706,0,0
Feb19_2022,721,0,15,0,706,0,0
Feb20_2022,721,0,15,0,706,0,0
Feb21_2022,721,0,15,0,706,0,0
Feb22_2022,721,0,15,0,706,0,0
Feb23_2022,721,0,15,0,706,0,0
Feb24_2022,721,0,15,0,706,0,0
Feb25_2022,721,0,15,0,706,0,0
Feb26_2022,721,0,15,0,706,0,0
Feb27_2022,721,0,15,0,706,0,0
Feb28_2022,721,0,15,0,706,0,0
Mar01_2022,721,0,15,0,706,0,0
Mar02_2022,721,0,15,0,706,0,0
Mar03_2022,721,0,15,0,706,0,0
Mar04_2022,721,0,15,0,706,0,0
Mar05_2022,721,0,15,0,706,0,0
Mar06_2022,721,0,15,0,706,0,0
Mar07_2022,721,0,15,0,706,0,0
Mar08_2022,721,0,15,0,706,0,0
